city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
Porto Alegre,61,1,1,1,13,1,0,350,2200,67,33,2650
Porto Alegre,58,2,2,2,13,1,0,470,2550,0,38,3058
Porto Alegre,104,3,3,2,4,1,0,1200,3900,200,57,5357
Porto Alegre,28,1,1,0,0,1,0,200,840,50,13,1103
Porto Alegre,39,1,1,1,2,1,1,334,800,11,12,1157
Porto Alegre,60,2,1,0,6,1,0,340,980,8,15,1343
Porto Alegre,110,3,1,0,1,1,0,630,1850,80,28,2588
Porto Alegre,117,3,3,2,9,1,1,1090,4000,329,59,5478
Porto Alegre,70,3,2,0,0,1,0,290,1500,0,22,1812
Porto Alegre,58,1,1,0,8,1,0,500,867,42,13,1422
Porto Alegre,140,3,4,3,2,1,1,2200,8000,550,117,10870
Porto Alegre,60,2,1,1,0,0,0,0,950,34,17,1001
Porto Alegre,40,1,1,0,5,1,1,350,800,46,12,1208
Porto Alegre,35,1,1,1,1,0,1,0,1400,0,21,1421
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,90,3,1,0,0,1,0,280,1500,5,22,1807
Porto Alegre,65,3,2,1,11,1,0,380,1980,46,29,2435
Porto Alegre,200,4,3,1,0,1,1,0,4050,250,72,4372
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,131,3,2,1,3,1,1,1100,2500,125,37,3762
Porto Alegre,50,1,1,1,14,0,1,1300,1300,68,19,2687
Porto Alegre,60,2,2,0,3,1,0,400,1085,55,16,1556
Porto Alegre,121,2,1,2,3,1,0,300,1200,75,18,1593
Porto Alegre,98,2,3,2,3,1,0,450,2200,167,33,2850
Porto Alegre,127,3,2,2,2,1,1,600,2900,220,43,3763
Porto Alegre,70,2,2,0,7,1,1,600,3100,50,46,3796
Porto Alegre,115,1,2,2,7,1,0,1327,1550,177,23,3077
Porto Alegre,45,1,1,0,0,0,0,550,550,0,9,1109
Porto Alegre,129,2,3,1,5,1,1,900,1925,61,29,2915
Porto Alegre,73,2,1,1,8,1,0,550,2500,50,37,3137
Porto Alegre,110,2,2,0,5,0,1,700,3500,0,52,4252
Porto Alegre,400,4,4,6,0,1,0,0,7000,209,125,7334
Porto Alegre,108,3,2,2,17,0,0,900,3100,92,46,4138
Porto Alegre,67,1,1,1,3,1,0,350,840,25,13,1228
Porto Alegre,110,3,2,1,3,0,1,790,2300,75,34,3199
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,83,2,1,0,3,1,0,230,1300,31,19,1580
Porto Alegre,43,1,1,2,3,1,1,500,2500,75,37,3112
Porto Alegre,900,5,5,2,4,1,0,2700,1000,542,15,4257
Porto Alegre,301,3,3,4,0,1,1,0,5860,34,105,5999
Porto Alegre,40,1,1,0,5,1,0,320,650,9,10,989
Porto Alegre,40,1,1,1,8,1,0,500,2200,50,33,2783
Porto Alegre,80,3,2,1,5,1,0,500,1800,0,27,2327
Porto Alegre,110,2,2,1,2,1,0,700,1450,125,22,2297
Porto Alegre,109,4,3,1,2,1,0,680,1950,117,29,2776
Porto Alegre,40,1,1,0,0,1,0,390,500,0,8,898
Porto Alegre,65,1,1,0,5,1,1,300,1250,25,19,1594
Porto Alegre,75,3,2,1,12,1,0,330,1740,110,26,2206
Porto Alegre,125,3,2,4,6,1,1,1000,6500,195,95,7790
Porto Alegre,45,2,1,1,4,1,0,250,1100,22,17,1389
Porto Alegre,50,2,1,1,4,1,1,345,2750,72,41,3208
Porto Alegre,79,2,2,1,2,1,1,400,3200,0,27,3627
Porto Alegre,68,2,1,0,10,1,0,515,1650,73,25,2263
Porto Alegre,65,2,1,1,3,1,0,360,1066,15,16,1457
Porto Alegre,202,3,3,3,4,1,1,1500,7900,417,116,9933
Porto Alegre,18,1,1,0,15,1,1,360,830,10,13,1213
Porto Alegre,60,1,2,2,14,1,0,650,3000,167,44,3861
Porto Alegre,180,3,2,2,0,1,0,0,5048,0,90,5138
Porto Alegre,50,2,1,1,0,1,1,370,1290,30,17,1707
Porto Alegre,110,3,2,0,3,1,1,550,1980,234,29,2793
Porto Alegre,44,1,1,1,2,1,0,0,1200,0,18,1218
Porto Alegre,80,3,2,2,5,1,0,461,2000,59,30,2550
Porto Alegre,240,5,4,4,0,1,0,0,4760,584,85,5429
Porto Alegre,28,1,1,1,3,1,0,330,930,125,14,1399
Porto Alegre,50,1,1,0,7,1,1,200,1300,12,19,1531
Porto Alegre,42,1,1,0,15,1,0,350,1500,0,22,1872
Porto Alegre,106,3,3,2,3,1,0,637,2250,133,33,3053
Porto Alegre,50,1,1,0,3,1,0,270,600,23,9,902
Porto Alegre,78,3,1,1,2,1,0,500,1200,400,18,2118
Porto Alegre,73,2,3,1,2,1,0,400,1957,79,29,2465
Porto Alegre,209,3,3,2,6,1,1,450,3500,542,52,4544
Porto Alegre,115,2,2,1,1,1,0,300,1847,9,27,2183
Porto Alegre,147,3,1,1,6,0,0,500,2666,100,39,3305
Porto Alegre,102,3,2,1,5,1,0,800,3000,234,44,4078
Porto Alegre,59,2,1,0,1,1,0,430,700,17,11,1158
Porto Alegre,260,2,5,4,0,1,0,0,4500,75,80,4655
Porto Alegre,36,1,1,0,6,0,0,375,630,24,10,1039
Porto Alegre,47,1,1,1,19,0,0,650,2630,135,39,3454
Porto Alegre,83,2,2,1,7,1,0,450,1400,67,21,1938
Porto Alegre,56,2,1,1,2,1,0,350,800,38,12,1200
Porto Alegre,68,2,2,2,4,1,0,350,1700,60,25,2135
Porto Alegre,83,2,2,2,3,1,0,340,1900,70,28,2338
Porto Alegre,92,3,1,0,1,1,0,600,1800,42,27,2469
Porto Alegre,444,3,6,4,3,1,0,3000,4500,959,66,8525
Porto Alegre,96,3,2,2,4,1,1,730,3298,70,49,4147
Porto Alegre,98,2,2,0,2,0,0,475,1600,70,24,2169
Porto Alegre,67,3,2,1,3,1,0,350,1230,60,18,1658
Porto Alegre,40,1,1,1,4,1,0,200,650,5,10,865
Porto Alegre,99,3,2,0,3,1,0,1450,1088,112,16,2666
Porto Alegre,45,1,1,1,4,1,0,300,595,21,9,925
Porto Alegre,69,2,2,1,0,1,1,573,1500,107,22,2202
Porto Alegre,120,3,2,1,2,1,0,0,1020,25,15,1060
Porto Alegre,50,2,1,1,0,1,0,0,1000,25,18,1043
Porto Alegre,62,1,1,0,3,1,0,150,900,13,14,1077
Porto Alegre,101,2,1,2,2,1,0,750,1600,300,24,2674
Porto Alegre,74,2,2,2,5,1,0,600,2500,0,37,3137
Porto Alegre,38,1,1,0,1,0,1,300,1600,34,24,1958
Porto Alegre,42,2,1,0,2,1,0,280,790,23,12,1105
Porto Alegre,46,1,1,1,1,1,0,190,1300,15,19,1524
Porto Alegre,82,3,1,2,3,1,0,400,800,30,12,1242
Porto Alegre,59,2,2,1,2,0,0,470,1250,56,19,1795
Porto Alegre,275,5,2,4,0,1,0,0,3200,250,57,3507
Porto Alegre,58,2,1,2,8,1,1,500,2100,45,31,2676
Porto Alegre,68,1,1,1,1,0,1,445,1300,70,19,1834
Porto Alegre,75,3,2,1,5,1,0,441,1510,90,23,2064
Porto Alegre,40,1,1,0,2,1,1,0,1630,4,24,1658
Porto Alegre,52,2,1,1,1,0,0,205,750,18,11,984
Porto Alegre,53,2,1,0,3,1,0,234,1560,0,23,1817
Porto Alegre,270,3,2,2,0,1,0,0,2350,213,42,2605
Porto Alegre,60,2,1,1,2,1,0,310,950,0,14,1274
Porto Alegre,50,1,1,0,1,1,0,0,650,80,10,740
Porto Alegre,129,2,2,2,9,1,1,1200,6800,209,100,8309
Porto Alegre,38,1,1,0,15,1,0,210,1300,38,19,1567
Porto Alegre,194,2,3,0,3,1,0,700,3310,333,49,4392
Porto Alegre,80,2,2,2,21,1,0,1380,3670,163,54,5267
Porto Alegre,80,3,2,1,2,1,0,200,1739,25,26,1990
Porto Alegre,84,3,2,1,1,1,0,750,1600,109,24,2483
Porto Alegre,90,3,1,1,3,1,0,350,1550,0,23,1923
Porto Alegre,66,2,2,0,4,1,0,250,1600,0,24,1874
Porto Alegre,70,2,1,1,11,1,0,400,1350,28,20,1798
Porto Alegre,76,2,2,1,3,1,0,250,2200,70,33,2553
Porto Alegre,80,3,2,1,6,0,0,557,2700,84,40,3381
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,63,2,2,1,13,1,0,480,2000,56,30,2566
Porto Alegre,44,1,1,0,5,1,0,350,769,35,12,1166
Porto Alegre,116,3,2,2,4,1,0,670,3400,200,50,4320
Porto Alegre,80,2,1,0,0,1,0,0,950,0,17,967
Porto Alegre,120,3,2,2,2,0,0,600,2000,121,30,2751
Porto Alegre,48,1,1,1,12,1,1,950,2500,0,37,3487
Porto Alegre,38,1,1,0,6,1,1,530,850,34,13,1427
Porto Alegre,94,1,1,1,2,1,0,700,4800,250,71,5821
Porto Alegre,302,4,4,3,2,1,0,2100,8973,750,132,11960
Porto Alegre,72,2,2,1,3,1,1,300,2000,109,30,2439
Porto Alegre,102,3,2,1,9,1,1,1050,4000,125,59,5234
Porto Alegre,29,1,1,0,2,1,0,148,1380,15,21,1564
Porto Alegre,65,2,1,0,5,1,0,550,850,34,13,1447
Porto Alegre,64,2,1,0,7,1,1,650,2000,57,30,2737
Porto Alegre,69,2,2,0,3,1,0,334,1500,40,22,1896
Porto Alegre,75,2,1,0,10,1,0,600,1100,60,17,1777
Porto Alegre,65,1,2,2,3,1,0,500,2500,0,37,3037
Porto Alegre,193,4,3,4,0,1,1,0,4000,125,72,4197
Porto Alegre,100,2,3,2,3,1,1,350,2600,100,38,3088
Porto Alegre,137,3,2,3,5,1,0,500,2800,150,41,3491
Porto Alegre,60,2,2,1,4,1,0,375,1500,0,22,1897
Porto Alegre,44,1,1,0,2,1,1,316,1163,49,17,1545
Porto Alegre,70,2,2,2,3,0,0,700,1900,67,28,2695
Porto Alegre,40,1,1,1,0,1,0,0,960,15,18,993
Porto Alegre,54,2,1,1,2,1,0,150,900,100,14,1164
Porto Alegre,37,1,1,0,1,1,0,270,650,23,10,953
Porto Alegre,56,1,1,0,2,1,0,300,700,34,11,1045
Porto Alegre,60,2,1,1,0,1,0,0,540,0,10,550
Porto Alegre,70,2,1,1,2,1,1,100,1360,100,20,1580
Porto Alegre,45,1,1,1,18,0,0,450,2000,100,30,2580
Porto Alegre,36,1,1,0,4,0,1,277,1290,87,19,1673
Porto Alegre,90,2,1,1,2,1,1,220,1350,53,20,1643
Porto Alegre,42,1,1,1,11,1,0,372,2700,0,40,3112
Porto Alegre,53,2,2,1,3,1,0,360,1275,59,19,1713
Porto Alegre,68,2,2,1,2,1,0,400,1800,82,27,2309
Porto Alegre,50,1,1,0,3,1,0,0,1100,0,17,1117
Porto Alegre,43,1,1,1,4,1,0,360,800,82,12,1254
Porto Alegre,155,2,2,2,5,1,0,450,2300,94,34,2878
Porto Alegre,500,5,4,4,4,0,0,2000,4000,1250,59,7309
Porto Alegre,44,1,2,0,3,1,0,140,1350,10,20,1520
Porto Alegre,157,4,3,1,12,1,1,1150,3500,169,52,4871
Porto Alegre,100,3,2,2,0,1,0,0,3000,125,54,3179
Porto Alegre,65,2,1,0,3,1,0,140,985,21,15,1161
Porto Alegre,43,2,1,0,6,0,0,382,1570,42,23,2017
Porto Alegre,42,1,1,1,3,1,1,162,1400,17,21,1600
Porto Alegre,70,2,1,0,12,1,0,500,1105,84,17,1706
Porto Alegre,73,3,2,1,1,1,0,354,1777,84,26,2241
Porto Alegre,48,2,1,0,1,1,0,400,950,36,14,1400
Porto Alegre,70,2,2,2,12,1,0,500,1800,0,27,2327
Porto Alegre,46,1,1,1,2,1,0,380,650,16,10,1056
Porto Alegre,40,1,1,0,5,0,1,0,2000,0,30,2030
Porto Alegre,200,2,3,2,12,1,1,1800,12750,500,187,15240
Porto Alegre,40,1,1,0,1,1,1,0,816,0,15,831
Porto Alegre,101,3,2,2,8,1,1,541,4200,142,62,4945
Porto Alegre,72,2,1,0,3,0,0,100,900,42,14,1056
Porto Alegre,31,1,1,0,4,1,0,250,586,28,9,873
Porto Alegre,38,1,1,0,10,1,0,330,1800,42,27,2199
Porto Alegre,140,3,2,2,3,1,1,1300,3200,167,47,4714
Porto Alegre,40,1,1,0,3,1,0,250,930,21,14,1215
Porto Alegre,30,1,1,0,3,0,0,250,650,30,10,940
Porto Alegre,85,3,2,2,8,1,1,700,3400,100,50,4250
Porto Alegre,170,2,2,0,19,1,1,800,2700,184,40,3724
Porto Alegre,160,2,4,2,8,1,0,1500,7000,167,103,8770
Porto Alegre,67,2,1,1,9,1,0,300,1200,284,18,1802
Porto Alegre,62,2,2,2,6,1,0,570,1390,60,21,2041
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,42,1,1,1,7,1,0,415,1200,54,18,1687
Porto Alegre,62,2,1,1,5,1,0,470,1150,70,17,1707
Porto Alegre,326,3,2,3,0,1,0,350,3900,2760,70,7080
Porto Alegre,74,3,1,1,1,1,0,380,1090,42,16,1528
Porto Alegre,64,1,1,1,2,1,1,398,1200,48,18,1664
Porto Alegre,45,1,1,1,13,1,1,400,2550,120,38,3108
Porto Alegre,250,4,2,1,0,1,0,0,2700,209,48,2957
Porto Alegre,42,1,1,0,4,1,1,250,1250,25,19,1544
Porto Alegre,140,2,2,1,2,1,1,252,3000,150,44,3446
Porto Alegre,42,1,1,1,7,1,0,500,2300,42,34,2876
Porto Alegre,55,2,1,0,3,1,1,350,1125,25,17,1517
Porto Alegre,330,4,4,3,0,1,0,0,6994,403,125,7522
Porto Alegre,49,1,1,0,4,1,0,330,900,24,14,1268
Porto Alegre,48,1,1,0,2,1,0,309,700,28,11,1048
Porto Alegre,47,1,1,1,10,1,0,360,610,6,9,985
Porto Alegre,50,2,1,1,0,0,0,0,1000,35,18,1053
Porto Alegre,90,4,2,0,0,0,0,0,1700,152,31,1883
Porto Alegre,25,1,1,0,3,1,0,100,790,13,12,915
Porto Alegre,50,2,1,0,13,1,1,488,1400,41,21,1950
Porto Alegre,106,3,3,1,2,1,0,800,3000,230,44,4074
Porto Alegre,76,3,2,2,6,1,0,250,2100,0,31,2381
Porto Alegre,184,3,3,2,6,1,0,1100,5445,264,80,6889
Porto Alegre,80,3,1,0,0,0,0,0,1250,0,23,1273
Porto Alegre,40,1,1,0,20,1,0,135,890,21,13,1059
Porto Alegre,30,1,1,0,9,1,0,270,890,34,13,1207
Porto Alegre,250,2,2,0,0,1,1,0,4000,335,72,4407
Porto Alegre,60,2,1,1,5,1,0,350,1150,50,17,1567
Porto Alegre,50,2,2,1,4,1,0,270,1300,34,19,1623
Porto Alegre,127,3,2,1,1,1,1,539,3000,120,44,3703
Porto Alegre,71,2,1,0,1,1,0,330,990,0,15,1335
Porto Alegre,88,2,2,1,3,1,0,700,1900,77,28,2705
Porto Alegre,76,1,1,0,5,0,1,503,1490,177,22,2192
Porto Alegre,132,6,4,2,18,1,0,800,3400,117,50,4367
Porto Alegre,70,2,2,0,4,0,1,250,1550,42,23,1865
Porto Alegre,66,2,1,0,1,1,0,150,1700,59,25,1934
Porto Alegre,114,3,2,1,2,1,1,750,2900,109,43,3802
Porto Alegre,60,1,1,2,1,1,1,0,2000,0,30,2030
Porto Alegre,44,1,1,0,2,1,0,280,1100,30,17,1427
Porto Alegre,65,2,2,2,6,1,0,400,1950,41,29,2420
Porto Alegre,76,2,2,2,3,1,0,600,1700,34,25,2359
Porto Alegre,280,5,3,3,0,1,1,0,4000,117,72,4189
Porto Alegre,76,3,2,1,9,1,0,550,1600,59,24,2233
Porto Alegre,49,2,1,0,4,1,0,250,1650,15,25,1940
Porto Alegre,75,2,2,1,6,1,0,200,1300,250,19,1769
Porto Alegre,50,1,1,0,0,1,0,250,803,0,12,1065
Porto Alegre,55,2,2,0,4,1,0,290,1400,34,21,1745
Porto Alegre,42,2,1,1,2,1,0,900,923,100,14,1937
Porto Alegre,55,2,1,0,1,1,0,150,1250,85,19,1504
Porto Alegre,350,5,4,2,0,1,0,0,4794,500,86,5380
Porto Alegre,111,2,2,1,0,1,0,218,1102,33,20,1373
Porto Alegre,48,2,1,1,3,1,0,400,1000,7,15,1422
Porto Alegre,140,3,3,1,0,1,0,100,1500,59,27,1686
Porto Alegre,38,1,1,1,3,1,0,360,500,6,8,874
Porto Alegre,55,1,1,1,10,0,1,620,3500,104,52,4276
Porto Alegre,73,2,1,0,1,1,1,260,1350,25,20,1655
Porto Alegre,59,2,1,1,4,1,1,260,1930,50,29,2269
Porto Alegre,27,1,1,0,2,1,0,100,960,75,15,1150
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,38,1,1,0,5,1,0,350,770,38,12,1170
Porto Alegre,55,3,1,0,0,0,0,0,720,8,13,741
Porto Alegre,86,2,1,0,0,1,0,250,1150,58,21,1479
Porto Alegre,30,1,1,0,2,1,1,200,1100,42,17,1359
Porto Alegre,101,3,2,0,3,1,1,450,1920,87,29,2486
Porto Alegre,274,3,2,2,1,1,0,300,2500,253,37,3090
Porto Alegre,77,2,2,2,3,1,0,450,2500,0,37,2987
Porto Alegre,28,1,1,0,4,1,0,150,800,15,12,977
Porto Alegre,60,1,1,0,2,1,0,200,750,42,11,1003
Porto Alegre,87,2,2,2,19,1,0,630,2900,67,43,3640
Porto Alegre,55,2,1,0,2,1,0,287,1000,42,15,1344
Porto Alegre,27,1,1,0,2,1,0,100,960,75,15,1150
Porto Alegre,50,1,1,0,2,0,0,250,1500,50,22,1822
Porto Alegre,70,2,1,1,2,1,0,390,930,45,14,1379
Porto Alegre,46,1,1,0,5,1,0,280,990,30,15,1315
Porto Alegre,63,2,1,2,6,1,1,700,2750,92,41,3583
Porto Alegre,40,1,1,0,2,0,0,210,796,26,12,1044
Porto Alegre,110,3,1,1,2,1,0,450,2700,83,40,3273
Porto Alegre,180,3,2,1,3,0,0,1300,2000,125,30,3455
Porto Alegre,58,1,2,2,2,1,0,450,2200,0,33,2683
Porto Alegre,123,3,3,1,2,0,0,0,3000,0,44,3044
Porto Alegre,36,1,1,1,17,1,0,225,1200,35,18,1478
Porto Alegre,100,3,2,2,0,1,0,1,2300,84,41,2426
Porto Alegre,30,1,1,0,3,1,0,140,1360,24,20,1544
Porto Alegre,39,1,1,0,11,1,0,340,600,13,9,962
Porto Alegre,350,4,3,3,0,1,1,0,4400,209,79,4688
Porto Alegre,30,1,1,0,2,1,1,280,1270,42,19,1611
Porto Alegre,97,3,3,3,5,1,0,850,3000,164,44,4058
Porto Alegre,75,2,2,1,4,1,0,488,2800,135,41,3464
Porto Alegre,59,2,2,1,2,1,0,490,1450,48,22,2010
Porto Alegre,216,3,2,1,23,1,0,1400,3800,167,56,5423
Porto Alegre,50,2,1,1,3,1,1,334,1300,16,19,1669
Porto Alegre,50,2,1,1,5,1,0,188,1180,0,18,1386
Porto Alegre,38,1,1,1,9,1,0,350,2500,42,37,2929
Porto Alegre,61,2,1,0,3,0,0,400,1445,0,22,1867
Porto Alegre,40,1,1,1,2,1,1,300,1500,23,22,1845
Porto Alegre,72,2,1,0,1,1,0,200,1200,67,18,1485
Porto Alegre,90,2,1,0,1,1,0,300,1353,77,20,1750
Porto Alegre,46,1,1,0,2,1,0,0,1070,56,16,1142
Porto Alegre,42,1,1,0,2,1,0,250,1200,27,18,1495
Porto Alegre,360,5,3,6,0,1,1,0,4800,197,86,5083
Porto Alegre,58,2,1,0,2,1,0,299,750,30,11,1090
Porto Alegre,170,3,2,0,3,1,1,1750,1000,165,15,2930
Porto Alegre,35,1,1,0,1,1,0,100,960,75,15,1150
Porto Alegre,100,2,2,2,0,1,0,120,2200,159,33,2512
Porto Alegre,240,3,4,3,0,1,0,0,6000,184,107,6291
Porto Alegre,55,2,1,0,19,1,0,500,1200,84,18,1802
Porto Alegre,80,2,2,0,0,1,1,330,1638,0,19,1987
Porto Alegre,150,3,3,2,10,1,1,1300,8900,250,130,10580
Porto Alegre,54,1,1,0,2,1,0,400,1000,25,15,1440
Porto Alegre,78,2,1,0,3,1,0,280,1480,32,22,1814
Porto Alegre,46,1,1,0,6,1,0,345,850,27,13,1235
Porto Alegre,43,1,1,0,3,1,1,250,1500,25,22,1797
Porto Alegre,90,3,2,2,9,1,0,1163,2500,202,37,3902
Porto Alegre,25,1,1,0,8,1,0,277,750,27,11,1065
Porto Alegre,156,3,2,1,0,1,0,0,1615,110,29,1754
Porto Alegre,100,4,2,1,2,1,0,750,1820,167,27,2764
Porto Alegre,98,3,1,0,1,0,0,240,12750,50,187,13230
Porto Alegre,40,1,1,0,10,1,0,200,800,19,12,1031
Porto Alegre,70,2,2,0,3,0,1,400,1995,80,30,2505
Porto Alegre,40,1,1,1,1,1,0,402,1050,67,16,1535
Porto Alegre,54,2,1,2,2,1,0,240,1310,30,20,1600
Porto Alegre,387,7,5,3,0,1,1,0,6000,394,107,6501
Porto Alegre,38,1,1,0,1,1,0,280,690,9,11,990
Porto Alegre,68,2,1,0,2,1,0,160,1320,26,20,1526
Porto Alegre,180,6,2,3,1,1,0,0,4800,242,71,5113
Porto Alegre,64,2,3,2,2,1,0,400,2750,113,41,3304
Porto Alegre,42,2,1,0,0,1,0,0,860,13,16,889
Porto Alegre,72,2,2,1,2,1,0,570,1200,60,18,1848
Porto Alegre,90,3,2,2,9,1,0,433,2780,116,41,3370
Porto Alegre,37,1,1,0,2,1,0,330,1500,67,22,1919
Porto Alegre,150,4,3,0,0,1,0,0,3300,800,59,4159
Porto Alegre,204,4,4,2,0,1,0,0,3440,100,62,3602
Porto Alegre,80,1,1,0,0,1,0,0,971,15,18,1004
Porto Alegre,182,3,4,2,0,1,0,164,2900,74,52,3190
Porto Alegre,180,3,2,3,2,1,1,0,5100,250,75,5425
Porto Alegre,69,3,2,1,5,1,0,395,1850,65,28,2338
Porto Alegre,92,3,2,1,4,1,1,720,3200,75,47,4042
Porto Alegre,83,3,2,1,11,1,0,750,2500,101,37,3388
Porto Alegre,60,2,1,0,0,1,0,0,650,42,12,704
Porto Alegre,45,1,1,0,1,1,0,50,640,84,10,784
Porto Alegre,55,2,1,1,4,1,0,250,1500,83,22,1855
Porto Alegre,40,1,1,0,2,1,1,120,1150,35,17,1322
Porto Alegre,107,3,2,1,0,1,0,0,2000,42,36,2078
Porto Alegre,35,1,1,0,1,1,0,230,550,9,9,798
Porto Alegre,243,3,5,1,2,1,0,1788,5556,667,82,8093
Porto Alegre,80,2,2,0,3,1,1,300,2800,0,41,3141
Porto Alegre,180,4,2,2,3,1,0,1000,2400,109,36,3545
Porto Alegre,64,2,1,0,4,0,1,250,1700,9,25,1984
Porto Alegre,40,1,1,0,0,0,0,0,750,0,14,764
Porto Alegre,98,2,1,0,9,1,0,380,1800,91,27,2298
Porto Alegre,200,4,3,0,0,0,0,0,15000,834,267,16100
Porto Alegre,42,1,2,1,2,1,0,217,1800,42,27,2086
Porto Alegre,61,2,1,0,2,1,0,380,850,30,13,1273
Porto Alegre,50,1,1,0,8,1,0,320,780,25,12,1137
Porto Alegre,196,3,4,2,7,1,1,2000,4600,325,68,6993
Porto Alegre,70,2,1,0,0,1,0,350,1300,42,19,1711
Porto Alegre,63,2,2,1,8,1,0,500,1960,6,29,2495
Porto Alegre,73,3,1,0,2,1,0,415,1800,44,27,2286
Porto Alegre,42,1,1,1,2,1,0,255,2198,0,33,2486
Porto Alegre,197,3,2,3,3,1,0,1780,7000,425,103,9308
Porto Alegre,160,3,3,3,8,1,1,2200,8950,621,131,11900
Porto Alegre,60,2,2,1,4,0,0,600,2170,67,32,2869
Porto Alegre,71,3,1,0,1,1,0,320,1250,46,19,1635
Porto Alegre,113,3,2,3,4,1,0,599,2200,100,33,2932
Porto Alegre,35,1,1,0,0,1,1,220,850,9,13,1092
Porto Alegre,513,3,2,2,3,1,1,350,2900,100,43,3393
Porto Alegre,115,1,1,0,4,1,1,350,1600,150,24,2124
Porto Alegre,38,1,1,1,8,1,0,350,1490,46,22,1908
Porto Alegre,58,2,2,2,8,1,0,500,2470,0,37,3007
Porto Alegre,87,2,1,1,6,1,1,300,1550,43,23,1916
Porto Alegre,270,2,3,1,0,1,0,0,6500,38,116,6654
Porto Alegre,79,3,1,0,10,1,1,480,1140,500,17,2137
Porto Alegre,112,2,2,2,10,1,0,1100,3153,100,47,4400
Porto Alegre,238,4,3,1,5,1,1,1200,4250,300,63,5813
Porto Alegre,55,1,1,0,1,1,0,250,700,32,11,993
Porto Alegre,163,3,4,2,3,1,1,1916,8000,217,117,10250
Porto Alegre,39,1,1,0,2,1,1,120,780,8,12,920
Porto Alegre,55,1,1,1,6,1,0,450,935,45,14,1444
Porto Alegre,90,3,2,1,2,1,1,650,2200,60,33,2943
Porto Alegre,32,1,1,1,4,1,0,450,2500,42,37,3029
Porto Alegre,460,4,4,4,0,1,0,0,4000,270,72,4342
Porto Alegre,120,3,3,0,7,1,1,1126,7500,284,110,9020
Porto Alegre,92,3,1,0,3,1,0,600,1800,42,27,2469
Porto Alegre,101,3,2,1,3,1,0,630,2900,142,43,3715
Porto Alegre,44,1,1,0,4,1,1,270,550,6,9,835
Porto Alegre,75,2,1,0,1,1,0,380,2500,100,37,3017
Porto Alegre,450,5,5,2,0,1,0,1100,8000,417,143,9660
Porto Alegre,56,1,2,1,6,1,1,650,2500,100,37,3287
Porto Alegre,70,2,1,0,8,1,1,400,1200,34,18,1652
Porto Alegre,72,2,2,1,2,1,0,650,950,100,14,1714
Porto Alegre,95,3,1,2,2,1,0,510,1300,96,19,1925
Porto Alegre,27,1,1,0,2,1,0,100,960,75,15,1150
Porto Alegre,65,3,2,1,3,1,0,400,850,24,13,1287
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33,2633
Porto Alegre,89,2,2,1,2,1,0,350,1850,0,28,2228
Porto Alegre,164,3,3,0,5,1,0,1680,4500,225,66,6471
Porto Alegre,215,6,6,6,0,1,0,0,5000,109,89,5198
Porto Alegre,320,4,4,2,13,1,1,1500,4500,2900,66,8966
Porto Alegre,62,2,1,0,3,1,0,80,1250,40,19,1389
Porto Alegre,650,4,6,5,0,1,1,0,13800,650,246,14700
Porto Alegre,51,1,1,1,4,1,0,450,2000,61,30,2541
Porto Alegre,84,3,2,1,8,1,0,500,2200,77,33,2810
Porto Alegre,124,3,3,1,7,1,0,970,1942,68,29,3009
Porto Alegre,220,4,3,1,0,0,1,230,2000,0,36,2266
Porto Alegre,260,2,2,1,4,1,0,170,2000,25,30,2225
Porto Alegre,32,1,1,1,4,1,0,450,2500,42,37,3029
Porto Alegre,109,3,2,1,7,1,0,992,2080,167,31,3270
Porto Alegre,42,1,1,1,3,1,0,390,1390,54,21,1855
Porto Alegre,28,1,1,0,2,1,0,184,850,12,13,1059
Porto Alegre,73,2,1,1,2,1,0,213,1200,39,18,1470
Porto Alegre,80,3,2,2,4,1,0,300,1850,50,28,2228
Porto Alegre,367,4,3,2,3,1,1,1400,4500,309,66,6275
Porto Alegre,68,2,2,2,9,1,0,400,2400,100,20,2920
Porto Alegre,90,3,2,1,12,1,0,500,1480,79,22,2081
Porto Alegre,47,2,1,1,7,1,0,389,1200,0,18,1607
Porto Alegre,120,3,3,2,7,1,1,1000,3240,100,48,4388
Porto Alegre,40,1,1,0,4,0,0,300,1200,0,18,1518
Porto Alegre,216,3,3,3,0,1,0,0,2390,94,43,2527
Porto Alegre,160,2,4,2,8,0,1,950,3100,200,46,4296
Porto Alegre,63,2,1,0,12,1,0,500,1170,34,18,1722
Porto Alegre,42,1,1,2,2,1,1,240,1000,80,15,1335
Porto Alegre,360,3,1,4,0,1,0,0,2800,417,50,3267
Porto Alegre,40,1,1,0,6,1,0,180,1250,6,19,1455
Porto Alegre,63,2,1,0,2,1,0,180,1000,42,15,1237
