city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
Rio de Janeiro,31,1,1,0,5,1,0,400,1350,67,18,1835
Rio de Janeiro,143,3,2,1,0,1,0,750,2058,84,27,2919
Rio de Janeiro,121,1,1,0,1,1,0,2000,6800,300,88,9188
Rio de Janeiro,130,4,3,0,2,1,1,750,9900,141,128,10920
Rio de Janeiro,35,1,1,0,1,1,1,81150,4500,9900,58,95610
Rio de Janeiro,85,3,2,1,17,1,0,1100,4170,225,54,5549
Rio de Janeiro,53,2,1,1,4,1,1,365,1239,0,16,1620
Rio de Janeiro,65,2,1,1,16,1,0,560,1000,125,13,1698
Rio de Janeiro,57,2,1,1,3,1,0,430,1000,43,13,1486
Rio de Janeiro,29,1,1,0,12,1,1,580,1770,83,23,2456
Rio de Janeiro,40,1,1,0,8,1,1,450,2000,50,26,2526
Rio de Janeiro,280,3,3,2,2,1,1,6500,8000,1680,104,16280
Rio de Janeiro,90,3,2,1,17,1,0,830,980,120,13,1943
Rio de Janeiro,36,1,1,0,8,1,1,450,2000,0,26,2476
Rio de Janeiro,45,1,1,1,5,1,1,1050,2700,196,35,3981
Rio de Janeiro,90,3,2,1,10,0,1,1500,3500,350,46,5396
Rio de Janeiro,45,1,1,1,2,0,1,50,2000,50,26,2126
Rio de Janeiro,45,1,1,0,2,1,0,340,1900,13,25,2278
Rio de Janeiro,35,1,1,0,5,0,1,600,4500,67,58,5225
Rio de Janeiro,90,2,1,0,2,1,0,200,1200,142,16,1558
Rio de Janeiro,40,1,1,0,9,1,1,550,1980,84,26,2640
Rio de Janeiro,95,3,1,0,2,1,0,528,3000,140,39,3707
Rio de Janeiro,25,1,1,2,6,0,1,540,1650,42,22,2254
Rio de Janeiro,30,1,1,0,3,1,0,350,1000,17,13,1380
Rio de Janeiro,91,2,2,1,1,1,0,1102,3450,201,45,4798
Rio de Janeiro,65,2,2,1,5,1,1,1265,6700,262,87,8314
Rio de Janeiro,300,4,4,3,3,1,0,2300,4500,803,58,7661
Rio de Janeiro,58,2,1,1,7,1,0,754,750,44,10,1558
Rio de Janeiro,403,3,4,2,3,1,0,2800,15000,667,194,18660
Rio de Janeiro,90,2,1,0,10,1,1,1,4000,1,52,4054
Rio de Janeiro,20,1,1,0,8,1,1,630,1370,25,18,2043
Rio de Janeiro,92,2,2,0,3,1,0,1550,2700,250,35,4535
Rio de Janeiro,70,2,2,0,3,1,0,1015,2250,135,29,3429
Rio de Janeiro,160,3,2,1,4,1,1,1957,6800,513,88,9358
Rio de Janeiro,65,2,2,0,2,1,0,640,1500,70,20,2230
Rio de Janeiro,95,2,2,0,0,1,0,450,3430,263,45,4188
Rio de Janeiro,16,1,1,0,2,1,0,450,555,30,8,1043
Rio de Janeiro,70,2,2,1,4,0,1,750,4100,13,53,4916
Rio de Janeiro,150,3,2,3,2,1,0,0,2430,38,32,2500
Rio de Janeiro,47,1,1,0,2,0,0,306,1400,22,19,1747
Rio de Janeiro,74,2,1,1,1,1,0,100,900,65,12,1077
Rio de Janeiro,103,3,2,1,3,1,0,1736,4500,290,58,6584
Rio de Janeiro,140,3,2,3,2,1,1,926,4235,145,55,5361
Rio de Janeiro,40,1,1,0,2,1,0,380,1110,0,15,1505
Rio de Janeiro,80,1,1,0,0,0,0,70,1400,38,22,1530
Rio de Janeiro,75,2,1,1,2,1,0,450,1100,50,15,1615
Rio de Janeiro,27,1,1,0,12,1,1,350,1700,67,22,2139
Rio de Janeiro,154,3,3,1,5,1,0,1450,5000,367,65,6882
Rio de Janeiro,170,4,3,2,10,1,0,2500,2430,500,32,5462
Rio de Janeiro,118,2,2,1,6,1,0,1600,3950,271,51,5872
Rio de Janeiro,90,3,1,0,4,1,0,370,2800,109,37,3316
Rio de Janeiro,80,2,2,1,2,1,0,662,1380,215,18,2275
Rio de Janeiro,70,3,1,1,2,1,0,550,1200,0,16,1766
Rio de Janeiro,40,1,1,0,3,1,0,262,725,0,10,997
Rio de Janeiro,75,2,1,0,3,1,0,888,1900,267,25,3080
Rio de Janeiro,150,3,2,1,10,1,0,1500,1300,140,17,2957
Rio de Janeiro,106,2,2,1,2,1,0,1550,4000,323,52,5925
Rio de Janeiro,30,1,1,0,0,0,0,0,680,0,9,689
Rio de Janeiro,140,3,2,1,10,1,0,1600,3600,375,47,5622
Rio de Janeiro,45,2,1,1,9,1,0,560,1450,18,19,2047
Rio de Janeiro,75,2,1,0,1,1,1,750,3190,196,42,4178
Rio de Janeiro,153,4,3,1,0,1,0,0,2710,121,42,2873
Rio de Janeiro,82,2,1,1,11,1,0,750,1840,83,24,2697
Rio de Janeiro,54,2,1,1,9,1,0,560,1600,0,21,2181
Rio de Janeiro,139,2,3,1,5,1,0,720,5966,387,77,7150
Rio de Janeiro,71,2,2,1,13,0,1,2438,5500,246,71,8255
Rio de Janeiro,55,1,1,1,8,1,0,400,1100,9,15,1524
Rio de Janeiro,110,3,2,1,9,1,0,1100,2500,100,33,3733
Rio de Janeiro,38,1,1,0,12,0,0,600,1700,82,22,2404
Rio de Janeiro,70,2,1,1,5,0,0,470,1710,100,23,2303
Rio de Janeiro,85,2,2,1,12,1,1,3499,9000,769,116,13380
Rio de Janeiro,15,1,1,0,0,1,0,0,700,0,10,710
Rio de Janeiro,75,2,1,1,6,1,0,970,1750,42,23,2785
Rio de Janeiro,70,1,2,0,0,0,0,0,1200,0,19,1219
Rio de Janeiro,289,3,2,1,6,1,0,3000,5000,667,65,8732
Rio de Janeiro,80,2,1,0,3,1,1,600,5300,34,69,6003
Rio de Janeiro,64,2,1,1,1,1,0,810,2900,172,38,3920
Rio de Janeiro,90,2,2,0,4,0,1,857,4800,208,62,5927
Rio de Janeiro,40,1,1,0,7,0,1,735,2900,137,38,3810
Rio de Janeiro,300,3,2,0,5,1,0,3000,2970,709,39,6718
Rio de Janeiro,101,3,3,2,4,1,0,2163,5000,377,65,7605
Rio de Janeiro,100,3,1,0,12,1,0,1367,3399,217,44,5027
Rio de Janeiro,70,2,1,1,5,0,0,600,3000,167,39,3806
Rio de Janeiro,270,3,2,1,6,0,0,2000,4000,1000,52,7052
Rio de Janeiro,102,3,2,0,12,0,0,900,3100,380,40,4420
Rio de Janeiro,37,1,1,0,7,1,0,600,1840,247,24,2711
Rio de Janeiro,80,2,2,1,2,1,0,1100,3776,167,49,5092
Rio de Janeiro,37,1,1,0,1,1,0,1100,1900,250,25,3275
Rio de Janeiro,60,2,1,0,6,0,1,498,2000,185,26,2709
Rio de Janeiro,115,3,3,1,7,1,0,1254,3150,179,41,4624
Rio de Janeiro,38,1,1,0,10,1,1,640,1940,65,25,2670
Rio de Janeiro,90,3,2,0,4,1,0,921,2550,142,33,3646
Rio de Janeiro,40,1,1,0,2,1,0,480,1100,20,15,1615
Rio de Janeiro,75,2,2,1,1,1,0,990,2700,145,35,3870
Rio de Janeiro,70,2,2,2,3,1,0,900,1700,265,22,2887
Rio de Janeiro,57,1,1,1,3,1,0,653,1717,64,23,2457
Rio de Janeiro,67,2,1,1,2,1,0,682,1100,60,15,1857
Rio de Janeiro,122,3,1,0,6,1,1,1000,2000,220,26,3246
Rio de Janeiro,75,2,2,1,12,1,0,798,1500,0,12,2310
Rio de Janeiro,100,3,2,0,1,1,0,900,5900,309,77,7186
Rio de Janeiro,120,3,1,1,8,1,0,560,2300,209,30,3099
Rio de Janeiro,35,1,1,0,3,0,1,525,2600,96,34,3255
Rio de Janeiro,110,3,2,0,0,1,0,0,2000,60,31,2091
Rio de Janeiro,110,4,2,2,10,1,0,1300,1900,380,25,3605
Rio de Janeiro,87,2,1,1,2,1,0,1350,2500,209,33,4092
Rio de Janeiro,32,1,1,0,10,1,0,360,1430,62,19,1871
Rio de Janeiro,170,4,3,2,5,1,0,2300,9000,667,116,12080
Rio de Janeiro,50,2,1,0,5,1,0,215,800,62,11,1088
Rio de Janeiro,68,2,1,0,5,1,0,593,1000,400,13,2006
Rio de Janeiro,70,2,2,1,6,0,0,741,2300,75,30,3146
Rio de Janeiro,300,4,4,1,0,1,0,0,3400,292,52,3744
Rio de Janeiro,20,1,1,0,0,0,0,0,750,0,10,760
Rio de Janeiro,230,3,3,0,9,1,0,1950,7200,667,93,9910
Rio de Janeiro,90,3,1,0,4,0,0,500,2710,8,35,3253
Rio de Janeiro,45,1,1,0,10,0,1,450,2200,50,29,2729
Rio de Janeiro,421,3,3,1,7,1,1,5000,10000,834,129,15960
Rio de Janeiro,50,1,1,0,4,0,0,630,1000,184,13,1827
Rio de Janeiro,72,2,2,0,3,1,0,1000,2500,200,33,3733
Rio de Janeiro,30,1,1,0,2,0,1,750,4000,67,52,4869
Rio de Janeiro,60,2,2,1,10,1,0,700,2198,125,29,3052
Rio de Janeiro,30,1,1,0,2,0,0,350,1140,0,15,1505
Rio de Janeiro,58,2,1,0,2,0,1,500,4000,200,52,4752
Rio de Janeiro,114,4,2,1,10,1,1,2500,3000,450,39,5989
Rio de Janeiro,950,6,5,2,3,0,1,0,13000,1500,198,14700
Rio de Janeiro,87,2,2,1,8,0,1,826,1950,219,26,3021
Rio de Janeiro,113,2,2,1,10,1,0,1566,8000,501,104,10170
Rio de Janeiro,44,1,1,0,4,1,0,632,1700,86,22,2440
Rio de Janeiro,98,2,2,1,7,0,1,1600,3500,225,46,5371
Rio de Janeiro,80,3,1,1,8,1,0,880,3000,213,39,4132
Rio de Janeiro,105,2,2,0,3,1,0,1180,3430,174,45,4829
Rio de Janeiro,60,2,1,0,11,1,0,670,2500,34,33,3237
Rio de Janeiro,625,5,3,2,0,1,0,0,15000,1250,229,16480
Rio de Janeiro,150,3,3,1,5,1,0,932,4800,180,62,5974
Rio de Janeiro,170,4,3,4,10,1,0,1876,2350,576,31,4833
Rio de Janeiro,40,1,1,0,7,0,1,474,2500,59,33,3066
Rio de Janeiro,30,1,1,0,1,0,0,473,2030,66,27,2596
Rio de Janeiro,120,3,2,1,10,1,1,1695,3300,231,43,5269
Rio de Janeiro,95,2,3,0,4,1,1,1700,6020,250,78,8048
Rio de Janeiro,56,2,1,1,3,0,1,1302,2800,249,37,4388
Rio de Janeiro,80,4,3,1,3,0,0,1500,3000,202,39,4741
Rio de Janeiro,65,1,1,0,4,1,0,350,1800,30,24,2204
Rio de Janeiro,115,3,2,2,5,1,0,1465,2850,141,37,4493
Rio de Janeiro,55,1,1,0,0,1,1,0,1500,85,23,1608
Rio de Janeiro,160,3,2,1,2,0,0,1400,3100,350,40,4890
Rio de Janeiro,150,3,2,2,3,1,1,2200,6800,594,88,9682
Rio de Janeiro,45,2,1,0,15,1,0,525,1300,15,17,1857
Rio de Janeiro,70,3,1,1,2,1,0,550,1200,0,16,1766
Rio de Janeiro,155,3,2,1,10,1,0,1950,3800,279,49,6078
Rio de Janeiro,41,1,1,0,9,1,0,800,1700,85,22,2607
Rio de Janeiro,62,2,1,0,1,1,0,706,1700,97,22,2525
Rio de Janeiro,130,3,2,1,5,1,0,1050,4500,150,58,5758
Rio de Janeiro,200,4,4,4,0,1,0,1,2650,283,41,2975
Rio de Janeiro,45,1,1,1,5,1,0,616,1900,109,25,2650
Rio de Janeiro,223,3,3,0,15,0,0,2409,765,350,10,3534
Rio de Janeiro,400,5,4,2,8,1,0,3000,8000,34,104,11140
Rio de Janeiro,80,3,1,0,8,1,0,1050,2700,167,35,3952
Rio de Janeiro,185,4,3,3,10,1,0,3250,11340,1835,147,16570
Rio de Janeiro,405,4,3,2,1,1,1,4032,14000,1649,181,19860
Rio de Janeiro,105,3,2,0,4,0,1,940,5660,0,73,6673
Rio de Janeiro,65,2,1,0,3,1,0,180,1130,0,15,1325
Rio de Janeiro,130,4,2,2,7,1,1,1300,4200,592,55,6147
Rio de Janeiro,50,1,1,0,5,0,0,250,1100,38,15,1403
Rio de Janeiro,40,1,1,0,2,1,0,359,2000,90,26,2475
Rio de Janeiro,46,2,1,0,1,1,0,352,1400,0,19,1771
Rio de Janeiro,30,1,1,0,1,1,1,300,1600,42,21,1963
Rio de Janeiro,84,2,2,1,2,0,1,900,2750,275,36,3961
Rio de Janeiro,70,2,1,0,3,1,0,730,1600,240,21,2591
Rio de Janeiro,105,2,1,1,8,1,1,530,1960,46,26,2562
Rio de Janeiro,88,3,2,1,11,1,0,600,1960,1180,26,3766
Rio de Janeiro,140,3,2,2,8,1,0,1780,7500,417,97,9794
Rio de Janeiro,78,2,1,1,8,1,1,615,1000,71,13,1699
Rio de Janeiro,53,1,1,0,2,1,0,390,1100,14,14,1518
Rio de Janeiro,62,2,1,0,3,1,0,839,2383,97,31,3350
Rio de Janeiro,284,4,4,1,4,1,1,3010,7950,692,103,11760
Rio de Janeiro,84,3,3,1,12,1,1,1500,3860,229,50,5639
Rio de Janeiro,60,1,2,0,10,1,1,430,2244,50,29,2753
Rio de Janeiro,180,6,3,2,0,1,0,0,3800,350,58,4208
Rio de Janeiro,25,1,1,0,3,0,0,590,1336,63,18,2007
Rio de Janeiro,68,2,1,1,4,0,1,1020,2800,101,37,3958
Rio de Janeiro,320,3,3,2,5,1,0,3300,4800,820,62,8982
Rio de Janeiro,80,2,2,1,2,1,1,999,3000,118,39,4156
Rio de Janeiro,40,1,1,0,2,1,0,370,830,60,11,1271
Rio de Janeiro,75,2,2,1,3,1,0,650,2500,179,33,3362
Rio de Janeiro,65,2,2,0,2,0,0,150,1700,84,22,1956
Rio de Janeiro,93,2,2,0,4,0,1,1360,3180,272,41,4853
Rio de Janeiro,380,4,3,2,9,1,0,3500,4000,750,52,8302
Rio de Janeiro,45,1,1,0,6,1,0,900,1820,90,24,2834
Rio de Janeiro,200,3,3,0,5,1,0,850,2370,167,31,3418
Rio de Janeiro,30,1,1,0,8,0,0,590,850,126,11,1577
Rio de Janeiro,184,4,2,3,9,1,1,2800,2550,417,33,5800
Rio de Janeiro,103,4,3,0,0,1,1,800,2150,97,28,3075
Rio de Janeiro,15,1,1,0,11,0,1,0,1670,0,22,1692
Rio de Janeiro,50,1,1,1,7,1,0,750,860,84,12,1706
Rio de Janeiro,94,2,2,2,9,1,0,918,2700,92,35,3745
Rio de Janeiro,150,2,1,0,3,1,0,450,1500,180,20,2150
Rio de Janeiro,40,1,2,0,11,1,0,800,1780,209,23,2812
Rio de Janeiro,58,2,1,0,1,0,0,515,1232,51,16,1814
Rio de Janeiro,136,3,2,1,7,1,0,2300,3800,600,49,6749
Rio de Janeiro,60,2,1,0,3,1,1,700,1900,51,25,2676
Rio de Janeiro,40,1,1,0,7,1,0,600,1080,50,14,1744
Rio de Janeiro,235,4,3,1,8,0,1,2500,5950,500,77,9027
Rio de Janeiro,117,3,1,1,2,0,0,200,3700,103,48,4051
Rio de Janeiro,44,1,1,0,5,1,0,860,1000,57,13,1930
Rio de Janeiro,80,2,2,1,2,1,1,650,2200,67,29,2946
Rio de Janeiro,300,3,4,2,5,1,0,3500,13000,1105,168,17770
Rio de Janeiro,50,2,1,1,11,1,0,420,1600,13,21,2054
Rio de Janeiro,80,2,2,1,5,1,0,928,1400,59,19,2406
Rio de Janeiro,186,3,1,0,10,1,0,1500,1500,364,20,3384
Rio de Janeiro,160,3,2,1,4,1,0,1910,4500,529,58,6997
Rio de Janeiro,155,4,3,1,3,0,1,1450,8600,350,111,10510
Rio de Janeiro,95,2,3,2,6,1,0,1300,2000,159,26,3485
Rio de Janeiro,104,3,2,1,6,1,0,990,2500,125,33,3648
Rio de Janeiro,131,2,1,0,6,1,0,600,790,128,11,1529
Rio de Janeiro,70,2,2,1,3,1,0,690,850,0,11,1551
Rio de Janeiro,38,1,1,0,6,1,0,375,1290,90,17,1772
Rio de Janeiro,102,3,4,3,3,1,1,2000,5800,459,75,8334
Rio de Janeiro,192,3,2,1,0,1,0,0,4500,350,69,4919
Rio de Janeiro,80,3,2,0,7,1,0,950,2720,192,36,3898
Rio de Janeiro,75,1,2,1,3,1,0,1600,4300,209,56,6165
Rio de Janeiro,30,1,1,0,8,1,0,0,2600,21,19,2640
Rio de Janeiro,70,2,1,0,10,0,1,800,2900,200,38,3938
Rio de Janeiro,80,2,2,0,8,1,1,650,1700,100,22,2472
Rio de Janeiro,26,1,1,0,10,1,0,963,1500,58,20,2541
Rio de Janeiro,175,4,1,0,0,1,0,0,2146,197,33,2376
Rio de Janeiro,25,1,1,0,4,1,0,50,550,0,8,608
Rio de Janeiro,60,2,1,1,14,1,0,742,1450,236,19,2447
Rio de Janeiro,65,1,1,0,0,1,0,300,1800,30,24,2154
Rio de Janeiro,80,3,2,0,1,0,0,978,2870,180,37,4065
Rio de Janeiro,64,2,1,0,3,1,0,210,900,38,12,1160
Rio de Janeiro,102,3,1,1,5,1,0,1897,1500,137,20,3554
Rio de Janeiro,90,2,2,0,13,0,1,1002,6000,70,78,7150
Rio de Janeiro,85,3,2,1,8,1,0,770,2300,115,30,3215
Rio de Janeiro,150,3,3,1,1,0,0,2400,4000,334,52,6786
Rio de Janeiro,70,2,1,0,2,0,0,150,950,30,13,1143
Rio de Janeiro,18,1,1,0,14,0,0,521,1040,95,14,1670
Rio de Janeiro,187,2,3,3,14,1,0,1600,3100,292,40,5032
Rio de Janeiro,253,4,3,1,5,1,0,2000,3000,600,39,5639
Rio de Janeiro,180,4,2,2,3,0,0,2043,7500,409,97,10050
Rio de Janeiro,70,1,2,1,3,1,0,1200,2200,149,29,3578
Rio de Janeiro,60,1,1,0,1,1,0,350,1000,0,13,1363
Rio de Janeiro,19,1,1,0,3,1,0,310,500,45,7,862
Rio de Janeiro,64,2,1,0,0,0,0,0,1700,78,26,1804
Rio de Janeiro,28,1,1,0,2,1,0,200,1600,0,21,1821
Rio de Janeiro,296,3,2,1,12,1,0,1400,13500,848,174,15920
Rio de Janeiro,125,4,2,2,2,0,0,1676,4500,40,58,6274
Rio de Janeiro,60,2,1,1,2,1,0,300,1300,53,17,1670
Rio de Janeiro,81,2,3,2,7,0,1,1010,5500,1800,71,8381
Rio de Janeiro,80,2,1,0,3,1,0,871,600,94,8,1573
Rio de Janeiro,156,3,2,3,9,1,0,1200,2200,167,29,3596
Rio de Janeiro,40,2,1,0,2,1,0,480,1417,84,18,1999
Rio de Janeiro,25,1,1,0,11,0,1,350,2928,34,38,3350
Rio de Janeiro,207,4,3,1,5,1,0,1500,4240,542,55,6337
Rio de Janeiro,110,3,2,1,2,1,0,800,2100,155,28,3083
Rio de Janeiro,75,2,2,1,8,1,0,684,1800,84,24,2592
Rio de Janeiro,40,1,1,1,11,0,1,575,2500,128,33,3236
Rio de Janeiro,250,2,4,8,0,1,0,0,4500,325,69,4894
Rio de Janeiro,130,3,3,1,13,1,0,1510,2700,260,35,4505
Rio de Janeiro,113,3,1,0,3,1,1,1500,4000,385,52,5937
Rio de Janeiro,100,2,2,2,4,1,0,1439,5500,233,71,7243
Rio de Janeiro,74,2,1,1,10,1,0,701,1768,34,23,2526
Rio de Janeiro,55,2,2,1,5,0,0,720,850,58,11,1639
Rio de Janeiro,140,2,3,2,7,1,0,2400,6500,667,84,9651
Rio de Janeiro,89,2,2,2,4,1,1,1744,3900,266,51,5961
Rio de Janeiro,104,3,2,1,6,1,0,1077,2500,134,33,3744
Rio de Janeiro,43,1,1,0,7,1,0,1,1400,75,19,1495
Rio de Janeiro,320,3,4,1,11,0,0,2200,5800,292,75,8367
Rio de Janeiro,90,2,2,1,3,1,0,600,1200,17,16,1833
Rio de Janeiro,59,2,1,0,7,0,1,1400,5000,244,65,6709
Rio de Janeiro,58,1,1,1,11,1,0,650,1050,56,14,1770
Rio de Janeiro,164,4,3,2,5,1,0,1500,5000,412,65,6977
Rio de Janeiro,110,3,1,0,7,1,1,950,2530,167,33,3680
Rio de Janeiro,90,3,2,1,5,1,0,973,1500,30,20,2523
Rio de Janeiro,100,3,2,1,6,1,0,1300,3800,180,49,5329
Rio de Janeiro,63,2,1,0,4,1,0,600,1110,0,15,1725
Rio de Janeiro,67,2,1,0,2,1,0,590,1500,57,20,2167
Rio de Janeiro,125,3,2,0,4,1,0,950,5500,243,71,6764
Rio de Janeiro,260,4,3,1,11,1,1,2585,5500,1052,71,9208
Rio de Janeiro,28,1,1,0,21,1,0,400,2285,75,30,2790
Rio de Janeiro,55,2,1,1,9,0,0,800,1500,39,20,2359
Rio de Janeiro,80,2,1,0,10,0,0,700,1000,98,13,1811
Rio de Janeiro,388,4,4,1,2,0,0,6047,15000,104,194,21350
Rio de Janeiro,76,2,1,0,5,1,0,767,1280,57,17,2121
Rio de Janeiro,570,3,6,2,11,1,0,3000,14000,334,181,17520
Rio de Janeiro,50,1,1,0,2,1,0,0,2700,100,35,2835
Rio de Janeiro,48,1,1,1,6,1,1,0,2800,0,37,2837
Rio de Janeiro,180,3,3,0,7,1,1,916,7600,378,98,8992
Rio de Janeiro,20,1,1,0,2,1,0,0,600,0,8,608
Rio de Janeiro,73,2,1,1,4,1,0,625,1200,119,16,1960
Rio de Janeiro,230,4,2,2,1,1,1,4000,13000,1839,168,19010
Rio de Janeiro,85,3,2,1,15,1,0,710,2500,264,33,3507
Rio de Janeiro,57,2,1,0,1,1,0,100,1530,0,20,1650
Rio de Janeiro,170,3,4,3,3,1,0,2000,5000,757,65,7822
Rio de Janeiro,120,3,2,1,3,1,0,1700,7500,334,97,9631
Rio de Janeiro,30,1,1,0,8,1,0,456,900,94,12,1462
Rio de Janeiro,298,5,3,2,3,1,0,2200,4100,417,53,6770
Rio de Janeiro,70,2,1,1,0,1,0,300,2000,59,31,2390
Rio de Janeiro,600,5,5,4,12,1,0,4300,8000,1585,104,13990
Rio de Janeiro,70,3,1,0,3,1,0,474,750,138,10,1372
Rio de Janeiro,210,3,2,1,6,1,0,3200,14080,700,182,18160
Rio de Janeiro,150,3,1,0,3,1,0,450,1500,0,20,1970
Rio de Janeiro,55,2,2,1,13,1,0,500,1330,30,18,1878
Rio de Janeiro,93,3,1,0,0,1,0,400,1500,70,20,1990
Rio de Janeiro,88,2,2,2,3,1,0,957,2500,430,33,3920
Rio de Janeiro,70,3,2,0,1,1,0,0,1500,50,20,1570
Rio de Janeiro,55,1,1,1,5,0,0,538,1250,25,17,1830
Rio de Janeiro,25,1,1,0,1,1,0,50,700,0,10,760
Rio de Janeiro,75,2,1,1,6,0,0,379,580,69,8,1036
Rio de Janeiro,110,3,2,2,2,1,0,1050,2750,92,36,3928
Rio de Janeiro,120,3,3,1,3,1,0,1260,3500,147,46,4953
Rio de Janeiro,97,3,1,0,3,1,0,390,2080,100,27,2597
Rio de Janeiro,160,3,1,2,0,1,0,0,2800,151,43,2994
Rio de Janeiro,90,3,1,0,2,1,0,250,1500,140,20,1910
Rio de Janeiro,93,3,3,1,7,1,0,1307,2990,235,39,4571
Rio de Janeiro,70,2,2,1,11,1,0,1000,1400,211,19,2630
Rio de Janeiro,91,2,2,2,3,1,1,4495,5500,637,71,10700
Rio de Janeiro,50,2,1,1,11,1,0,830,1650,0,22,2502
Rio de Janeiro,85,2,1,0,0,1,0,470,2800,217,43,3530
Rio de Janeiro,140,4,2,1,9,1,0,1600,3900,350,51,5901
Rio de Janeiro,140,3,2,1,4,0,1,1600,4000,271,52,5923
Rio de Janeiro,20,1,1,0,1,1,0,375,1250,30,17,1672
Rio de Janeiro,75,2,1,0,5,1,0,915,2350,80,31,3376
Rio de Janeiro,86,2,1,0,7,1,0,730,1650,60,22,2462
Rio de Janeiro,36,1,1,0,4,1,0,435,1300,0,17,1752
Rio de Janeiro,25,1,1,0,1,1,0,400,2006,67,26,2499
Rio de Janeiro,55,2,2,1,13,1,0,500,1330,30,18,1878
Rio de Janeiro,125,2,4,1,2,0,0,3000,6500,500,84,10080
Rio de Janeiro,406,3,4,2,3,1,1,3200,15000,1167,194,19560
Rio de Janeiro,60,2,1,1,2,1,0,300,1300,53,17,1670
Rio de Janeiro,64,2,1,0,8,1,1,950,2700,250,35,3935
Rio de Janeiro,81,2,1,0,6,1,0,1050,2650,300,35,4035
Rio de Janeiro,80,2,1,1,10,0,0,660,1900,50,25,2635
Rio de Janeiro,67,2,1,0,6,1,0,1700,6600,249,86,8635
Rio de Janeiro,15,1,1,0,0,1,0,0,700,0,10,710
Rio de Janeiro,70,2,2,1,8,0,1,1000,2500,67,33,3600
Rio de Janeiro,25,1,1,0,2,1,1,250,1112,0,7,1369
Rio de Janeiro,270,4,2,1,16,0,0,1800,7500,750,97,10150
Rio de Janeiro,50,2,2,1,6,1,0,850,950,59,13,1872
Rio de Janeiro,470,4,5,3,1,1,0,3772,6580,1650,85,12090
Rio de Janeiro,140,3,3,1,1,1,0,2285,2820,343,37,5485
Rio de Janeiro,28,1,1,0,5,0,1,609,1099,0,15,1723
Rio de Janeiro,65,2,1,0,4,1,0,450,1285,93,17,1845
Rio de Janeiro,94,3,2,1,25,1,0,1733,3300,192,43,5268
Rio de Janeiro,40,1,1,0,7,0,0,2000,2200,35,29,4264
Rio de Janeiro,96,3,2,1,5,0,0,1100,2500,165,33,3798
Rio de Janeiro,170,3,2,1,4,1,0,900,3500,0,46,4446
Rio de Janeiro,60,2,1,1,5,1,0,440,800,58,11,1309
Rio de Janeiro,55,2,1,1,10,1,0,647,1080,185,14,1926
Rio de Janeiro,100,2,2,0,11,1,1,670,4700,375,61,5806
Rio de Janeiro,95,3,2,1,4,1,0,1602,5000,36,65,6703
Rio de Janeiro,54,2,2,1,6,1,0,829,700,142,10,1681
Rio de Janeiro,60,2,2,0,7,1,0,1300,4000,1,52,5353
Rio de Janeiro,24,1,1,0,11,1,0,206,1400,21,19,1646
Rio de Janeiro,40,1,1,0,12,1,0,600,2200,61,29,2890
Rio de Janeiro,120,2,2,0,1,1,1,1200,4750,389,62,6401
Rio de Janeiro,90,2,1,2,5,0,0,717,2800,13,37,3567
Rio de Janeiro,120,3,2,1,2,1,0,992,2414,223,32,3661
Rio de Janeiro,50,1,1,0,9,1,1,2300,2300,0,30,4630
Rio de Janeiro,60,2,1,0,6,1,0,650,1300,0,17,1967
Rio de Janeiro,200,3,4,2,9,1,0,1730,5000,306,65,7101
Rio de Janeiro,60,2,2,1,4,0,0,700,2000,67,26,2793
Rio de Janeiro,55,1,1,0,12,0,1,645,1500,60,20,2225
Rio de Janeiro,800,5,7,5,0,1,0,0,15000,334,229,15560
Rio de Janeiro,95,3,2,1,6,1,0,702,1650,76,22,2450
Rio de Janeiro,32,1,1,1,5,0,0,465,900,0,12,1377
Rio de Janeiro,84,3,2,1,1,1,1,1500,2600,420,34,4554
Rio de Janeiro,185,3,2,2,2,0,0,1760,6000,0,78,7838
Rio de Janeiro,140,3,2,1,8,1,0,2200,4200,331,55,6786
Rio de Janeiro,54,1,1,0,3,1,1,734,2400,286,31,3451
Rio de Janeiro,25,1,1,0,3,1,1,350,1750,46,23,2169
Rio de Janeiro,250,3,2,1,7,1,0,1642,6400,746,83,8871
Rio de Janeiro,90,4,2,0,4,1,1,568,1900,55,25,2548
Rio de Janeiro,80,3,2,0,4,1,0,300,1500,71,20,1891
Rio de Janeiro,300,4,4,2,1,1,0,2500,8000,1275,104,11880
Rio de Janeiro,100,3,2,2,8,1,1,1129,1600,250,21,3000
Rio de Janeiro,100,3,2,2,13,1,0,970,2400,395,31,3796
Rio de Janeiro,150,3,3,0,6,0,0,1100,5100,242,66,6508
Rio de Janeiro,54,2,1,1,9,1,0,560,1600,0,21,2181
Rio de Janeiro,35,1,1,0,6,1,0,480,1000,0,13,1493
Rio de Janeiro,35,1,1,1,4,1,1,580,3300,112,43,4035
Rio de Janeiro,60,3,2,1,1,1,1,842,1000,63,13,1918
Rio de Janeiro,75,2,1,0,4,1,0,440,1200,0,16,1656
Rio de Janeiro,90,2,2,1,3,1,0,600,1200,17,16,1833
Rio de Janeiro,85,2,2,1,1,1,0,1100,2000,82,26,3208
Rio de Janeiro,70,2,2,1,6,1,0,695,1700,59,22,2476
